,duration,station_A_id,station_A_name,station_B_id,station_B_name,bike_id,user_type,user_birth_year,user_gender,user_type_cat,tire_sizes,duration_trim,duration_time,ride_id
14798,7 minutes,16,Steuart St at Market St,324,Union Square (Powell St at Post St),4760,2,1990,Other,2,26,7 ,7,14798
14799,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),323,Broadway at Kearny,4635,1,1983,Male,1,27,11 ,11,14799
14800,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),24,Spear St at Folsom St,5475,1,1991,Male,1,26,7 ,7,14800
14801,9 minutes,21,Montgomery St BART Station (Market St at 2nd St),62,Victoria Manalo Draves Park,5338,1,1994,Male,1,26,9 ,9,14801
14802,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,4358,2,1984,Male,2,27,9 ,9,14802
14803,5 minutes,30,San Francisco Caltrain (Townsend St at 4th St),47,4th St at Harrison St,5217,3,1973,Male,3,27,5 ,5,14803
14804,5 minutes,5,Powell St BART Station (Market St at 5th St),61,Howard St at 8th St,5142,1,1965,Male,1,27,5 ,5,14804
14805,2 minutes,81,Berry St at 4th St,364,China Basin St at 3rd St,4834,2,1981,Male,2,26,2 ,2,14805
14806,5 minutes,16,Steuart St at Market St,323,Broadway at Kearny,5531,2,1989,Male,2,27,5 ,5,14806
14807,14 minutes,5,Powell St BART Station (Market St at 5th St),373,Potrero del Sol Park (25th St at Utah St),5105,3,1997,Male,3,27,14 ,14,14807
14808,11 minutes,21,Montgomery St BART Station (Market St at 2nd St),75,Market St at Franklin St,3451,2,1991,Male,2,27,11 ,11,14808
14809,8 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),5558,1,1965,Female,1,26,8 ,8,14809
14810,12 minutes,3,Powell St BART Station (Market St at 4th St),86,Market St at Dolores St,5441,1,1974,Male,1,26,12 ,12,14810
14811,20 minutes,81,Berry St at 4th St,147,29th St at Tiffany Ave,5148,1,1988,Male,1,27,20 ,20,14811
14812,5 minutes,5,Powell St BART Station (Market St at 5th St),60,8th St at Ringold St,4610,2,1994,Male,2,26,5 ,5,14812
14813,18 minutes,3,Powell St BART Station (Market St at 4th St),107,17th St at Dolores St,457,2,1991,Female,2,27,18 ,18,14813
14814,8 minutes,81,Berry St at 4th St,355,23rd St at Tennessee St,4803,2,1982,Male,2,27,8 ,8,14814
14815,13 minutes,3,Powell St BART Station (Market St at 4th St),129,Harrison St at 20th St,5452,1,1995,Male,1,27,13 ,13,14815
14816,18 minutes,81,Berry St at 4th St,95,Sanchez St at 15th St,5453,1,1988,Male,1,27,18 ,18,14816
14817,18 minutes,22,Howard St at Beale St,355,23rd St at Tennessee St,5114,3,1993,Male,3,27,18 ,18,14817
14818,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),61,Howard St at 8th St,4770,2,1989,Male,2,27,8 ,8,14818
14819,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),27,Beale St at Harrison St,4964,1,1986,Female,1,27,6 ,6,14819
14820,18 minutes,30,San Francisco Caltrain (Townsend St at 4th St),14,Clay St at Battery St,5343,3,1996,Female,3,26,18 ,18,14820
14821,12 minutes,22,Howard St at Beale St,350,8th St at Brannan St,3334,3,1987,Male,3,26,12 ,12,14821
14822,12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),96,Dolores St at 15th St,4318,2,1995,Male,2,26,12 ,12,14822
14823,6 minutes,3,Powell St BART Station (Market St at 4th St),64,5th St at Brannan St,5068,2,1985,Male,2,26,6 ,6,14823
14824,13 minutes,21,Montgomery St BART Station (Market St at 2nd St),75,Market St at Franklin St,4561,2,1994,Male,2,27,13 ,13,14824
14825,17 minutes,3,Powell St BART Station (Market St at 4th St),98,Valencia St at 16th St,5382,1,1986,Male,1,26,17 ,17,14825
14826,16 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),136,23rd St at San Bruno Ave,4921,2,1986,Male,2,26,16 ,16,14826
14827,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),37,2nd St at Folsom St,5576,2,1994,Male,2,27,6 ,6,14827
14828,13 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,5216,1,2000,Female,1,26,13 ,13,14828
14829,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4964,2,1967,Male,2,27,8 ,8,14829
14830,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),370,Jones St at Post St,4798,1,1993,Male,1,26,8 ,8,14830
14831,13 minutes,5,Powell St BART Station (Market St at 5th St),85,Church St at Duboce Ave,4809,3,1990,Male,3,27,13 ,13,14831
14832,12 minutes,3,Powell St BART Station (Market St at 4th St),125,20th St at Bryant St,4361,2,1982,Male,2,27,12 ,12,14832
14833,18 minutes,81,Berry St at 4th St,85,Church St at Duboce Ave,4711,3,1993,Female,3,27,18 ,18,14833
14834,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),17,Embarcadero BART Station (Beale St at Market St),5261,3,1984,Male,3,27,10 ,10,14834
14835,13 minutes,22,Howard St at Beale St,350,8th St at Brannan St,5381,2,1988,Female,2,26,13 ,13,14835
14836,5 minutes,5,Powell St BART Station (Market St at 5th St),41,Golden Gate Ave at Polk St,5268,2,1994,Male,2,27,5 ,5,14836
14837,51 minutes,5,Powell St BART Station (Market St at 5th St),5,Powell St BART Station (Market St at 5th St),4382,3,1988,Male,3,27,51 ,51,14837
14838,8 minutes,22,Howard St at Beale St,324,Union Square (Powell St at Post St),5004,2,1986,Male,2,26,8 ,8,14838
14839,3 minutes,30,San Francisco Caltrain (Townsend St at 4th St),90,Townsend St at 7th St,4813,2,1984,Male,2,26,3 ,3,14839
14840,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,5453,1,1980,Male,1,27,8 ,8,14840
14841,8 minutes,16,Steuart St at Market St,3,Powell St BART Station (Market St at 4th St),5382,2,1985,Male,2,27,8 ,8,14841
14842,93 minutes,30,San Francisco Caltrain (Townsend St at 4th St),62,Victoria Manalo Draves Park,5438,3,1973,Female,3,26,93 ,93,14842
14843,26 minutes,21,Montgomery St BART Station (Market St at 2nd St),146,30th St at San Jose Ave,4818,1,1987,Male,1,26,26 ,26,14843
14844,7 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),30,San Francisco Caltrain (Townsend St at 4th St),5576,3,1995,Female,3,26,7 ,7,14844
14845,11 minutes,21,Montgomery St BART Station (Market St at 2nd St),365,Turk St at Fillmore St,5398,1,1994,Male,1,27,11 ,11,14845
14846,14 minutes,5,Powell St BART Station (Market St at 5th St),345,Hubbell St at 16th St,5523,2,1993,Female,2,27,14 ,14,14846
14847,16 minutes,16,Steuart St at Market St,130,22nd St Caltrain Station,5345,2,1984,Female,2,26,16 ,16,14847
14848,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),3,Powell St BART Station (Market St at 4th St),4361,1,1974,Male,1,27,4 ,4,14848
14849,9 minutes,21,Montgomery St BART Station (Market St at 2nd St),59,S Van Ness Ave at Market St,5017,2,1990,Male,2,27,9 ,9,14849
14850,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),336,Potrero Ave and Mariposa St,5552,1,1994,Male,1,26,6 ,6,14850
14851,11 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),4813,1,1979,Male,1,26,11 ,11,14851
14852,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),5216,2,1994,Male,2,27,11 ,11,14852
14853,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),33,Golden Gate Ave at Hyde St,1052,2,1983,Male,2,27,10 ,10,14853
14854,21 minutes,16,Steuart St at Market St,106,Sanchez St at 17th St,5370,3,1981,Male,3,26,21 ,21,14854
14855,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5,Powell St BART Station (Market St at 5th St),4809,2,1986,Female,2,27,10 ,10,14855
14856,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),75,Market St at Franklin St,5533,3,1986,Male,3,27,9 ,9,14856
14857,23 minutes,22,Howard St at Beale St,71,Broderick St at Oak St,4734,3,1986,Male,3,27,23 ,23,14857
14858,13 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),66,3rd St at Townsend St,1182,2,1977,Female,2,26,13 ,13,14858
14859,20 minutes,16,Steuart St at Market St,73,Pierce St at Haight St,4983,2,1988,Male,2,27,20 ,20,14859
14860,14 minutes,30,San Francisco Caltrain (Townsend St at 4th St),110,17th & Folsom Street Park (17th St at Folsom St),4986,2,1988,Female,2,26,14 ,14,14860
14861,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4,Cyril Magnin St at Ellis St,4716,2,1988,Male,2,26,11 ,11,14861
14862,12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),77,11th St at Natoma St,4614,1,1987,Male,1,27,12 ,12,14862
14863,10 minutes,3,Powell St BART Station (Market St at 4th St),14,Clay St at Battery St,5068,3,1986,Male,3,26,10 ,10,14863
14864,17 minutes,30,San Francisco Caltrain (Townsend St at 4th St),134,Valencia St at 24th St,5428,1,1993,Female,1,26,17 ,17,14864
14865,5 minutes,81,Berry St at 4th St,93,4th St at Mission Bay Blvd S,4624,1,1992,Female,1,27,5 ,5,14865
14866,15 minutes,30,San Francisco Caltrain (Townsend St at 4th St),98,Valencia St at 16th St,5469,2,1996,Female,2,26,15 ,15,14866
14867,8 minutes,81,Berry St at 4th St,321,5th St at Folsom,5253,3,1996,Male,3,27,8 ,8,14867
14868,10 minutes,3,Powell St BART Station (Market St at 4th St),61,Howard St at 8th St,5484,2,1993,Male,2,27,10 ,10,14868
14869,4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),90,Townsend St at 7th St,5408,1,1989,Female,1,26,4 ,4,14869
14870,4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),321,5th St at Folsom,5261,1,1995,Male,1,27,4 ,4,14870
14871,6 minutes,22,Howard St at Beale St,349,Howard St at Mary St,5549,1,1991,Male,1,27,6 ,6,14871
14872,5 minutes,3,Powell St BART Station (Market St at 4th St),81,Berry St at 4th St,4803,2,1981,Male,2,27,5 ,5,14872
14873,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),60,8th St at Ringold St,5307,3,1993,Male,3,26,8 ,8,14873
14874,18 minutes,16,Steuart St at Market St,109,17th St at Valencia St,5477,3,1972,Male,3,27,18 ,18,14874
14875,13 minutes,3,Powell St BART Station (Market St at 4th St),53,Grove St at Divisadero,5412,3,1988,Female,3,27,13 ,13,14875
14876,17 minutes,30,San Francisco Caltrain (Townsend St at 4th St),323,Broadway at Kearny,5168,3,1995,Male,3,27,17 ,17,14876
14877,12 minutes,81,Berry St at 4th St,125,20th St at Bryant St,5205,2,1993,Female,2,27,12 ,12,14877
14878,12 minutes,5,Powell St BART Station (Market St at 5th St),323,Broadway at Kearny,5496,2,1975,Male,2,27,12 ,12,14878
14879,10 minutes,81,Berry St at 4th St,22,Howard St at Beale St,5114,2,1994,Male,2,26,10 ,10,14879
14880,12 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),4986,2,1987,Male,2,26,12 ,12,14880
14881,16 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),78,Folsom St at 9th St,5560,2,1989,Male,2,26,16 ,16,14881
14882,14 minutes,3,Powell St BART Station (Market St at 4th St),345,Hubbell St at 16th St,5024,1,1986,Female,1,27,14 ,14,14882
14883,5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),89,Division St at Potrero Ave,5271,3,1988,Male,3,27,5 ,5,14883
14884,4 minutes,30,San Francisco Caltrain (Townsend St at 4th St),93,4th St at Mission Bay Blvd S,5301,1,1990,Male,1,27,4 ,4,14884
14885,7 minutes,81,Berry St at 4th St,321,5th St at Folsom,5323,2,1990,Male,2,27,7 ,7,14885
14886,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),284,Yerba Buena Center for the Arts (Howard St at 3rd St),4561,1,1993,Male,1,26,9 ,9,14886
14887,3 minutes,81,Berry St at 4th St,93,4th St at Mission Bay Blvd S,5327,1,1980,Male,1,27,3 ,3,14887
14888,13 minutes,3,Powell St BART Station (Market St at 4th St),112,Harrison St at 17th St,5312,2,1989,Male,2,26,13 ,13,14888
14889,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),3,Powell St BART Station (Market St at 4th St),5484,3,1990,Male,3,27,7 ,7,14889
14890,18 minutes,81,Berry St at 4th St,98,Valencia St at 16th St,4557,1,1989,Male,1,26,18 ,18,14890
14891,8 minutes,3,Powell St BART Station (Market St at 4th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5240,1,1990,Male,1,27,8 ,8,14891
14892,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),15,San Francisco Ferry Building (Harry Bridges Plaza),4358,2,1989,Male,2,27,8 ,8,14892
14893,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),24,Spear St at Folsom St,4928,2,1987,Male,2,26,5 ,5,14893
14894,13 minutes,30,San Francisco Caltrain (Townsend St at 4th St),26,1st St at Folsom St,4908,1,1948,Male,1,26,13 ,13,14894
14895,9 minutes,3,Powell St BART Station (Market St at 4th St),93,4th St at Mission Bay Blvd S,4755,1,1988,Male,1,27,9 ,9,14895
14896,28 minutes,5,Powell St BART Station (Market St at 5th St),93,4th St at Mission Bay Blvd S,5234,1,1990,Female,1,27,28 ,28,14896
14897,14 minutes,30,San Francisco Caltrain (Townsend St at 4th St),356,Valencia St at Clinton Park,5452,2,1978,Male,2,26,14 ,14,14897
14898,11 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5162,2,1993,Female,2,27,11 ,11,14898
14899,22 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),361,Mendell St at Fairfax Ave,5388,2,1989,Male,2,27,22 ,22,14899
14900,13 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),102,Irwin St at 8th St,5458,3,1970,Male,3,26,13 ,13,14900
14901,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),321,5th St at Folsom,5122,2,1979,Other,2,27,6 ,6,14901
14902,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),5560,1,1967,Male,1,27,7 ,7,14902
14903,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),79,7th St at Brannan St,5476,2,1990,Male,2,27,10 ,10,14903
14904,10 minutes,81,Berry St at 4th St,11,Davis St at Jackson St,5004,1,1996,Male,1,27,10 ,10,14904
14905,9 minutes,3,Powell St BART Station (Market St at 4th St),27,Beale St at Harrison St,5137,3,1991,Male,3,27,9 ,9,14905
14906,9 minutes,22,Howard St at Beale St,62,Victoria Manalo Draves Park,4969,1,1971,Male,1,26,9 ,9,14906
14907,20 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),345,Hubbell St at 16th St,5515,2,1990,Female,2,27,20 ,20,14907
14908,16 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),356,Valencia St at Clinton Park,4980,2,1986,Male,2,26,16 ,16,14908
14909,5 minutes,30,San Francisco Caltrain (Townsend St at 4th St),350,8th St at Brannan St,4816,3,1996,Male,3,26,5 ,5,14909
14910,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),5257,3,1988,Female,3,26,7 ,7,14910
14911,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),15,San Francisco Ferry Building (Harry Bridges Plaza),3106,1,1953,Male,1,27,6 ,6,14911
14912,15 minutes,22,Howard St at Beale St,60,8th St at Ringold St,2567,2,1995,Female,2,26,15 ,15,14912
14913,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),61,Howard St at 8th St,5213,3,1993,Male,3,27,7 ,7,14913
14914,19 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),371,Lombard St at Columbus Ave,4438,2,1991,Female,2,27,19 ,19,14914
14915,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),114,Rhode Island St at 17th St,709,2,1987,Male,2,26,10 ,10,14915
14916,6 minutes,81,Berry St at 4th St,28,The Embarcadero at Bryant St,5343,3,1987,Male,3,26,6 ,6,14916
14917,14 minutes,16,Steuart St at Market St,355,23rd St at Tennessee St,5539,1,1987,Male,1,27,14 ,14,14917
14918,8 minutes,22,Howard St at Beale St,6,The Embarcadero at Sansome St,5536,1,1985,Male,1,26,8 ,8,14918
14919,5 minutes,3,Powell St BART Station (Market St at 4th St),22,Howard St at Beale St,4969,1,1985,Male,1,26,5 ,5,14919
14920,9 minutes,81,Berry St at 4th St,16,Steuart St at Market St,4435,1,1991,Male,1,26,9 ,9,14920
14921,3 minutes,21,Montgomery St BART Station (Market St at 2nd St),15,San Francisco Ferry Building (Harry Bridges Plaza),1898,3,1972,Male,3,27,3 ,3,14921
14922,11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),4972,3,1960,Male,3,27,11 ,11,14922
14923,7 minutes,3,Powell St BART Station (Market St at 4th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5216,2,1967,Male,2,27,7 ,7,14923
14924,9 minutes,81,Berry St at 4th St,77,11th St at Natoma St,4987,2,1994,Male,2,27,9 ,9,14924
14925,12 minutes,81,Berry St at 4th St,23,The Embarcadero at Steuart St,5307,2,1987,Female,2,27,12 ,12,14925
14926,17 minutes,81,Berry St at 4th St,371,Lombard St at Columbus Ave,4806,3,1993,Male,3,27,17 ,17,14926
14927,9 minutes,21,Montgomery St BART Station (Market St at 2nd St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5545,2,1986,Female,2,27,9 ,9,14927
14928,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),4361,2,1988,Male,2,27,8 ,8,14928
14929,7 minutes,5,Powell St BART Station (Market St at 5th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5257,1,1981,Male,1,27,7 ,7,14929
14930,11 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),2497,1,1971,Male,1,27,11 ,11,14930
14931,10 minutes,81,Berry St at 4th St,88,11th St at Bryant St,5426,2,1983,Male,2,26,10 ,10,14931
14932,12 minutes,81,Berry St at 4th St,22,Howard St at Beale St,5536,3,1983,Male,3,26,12 ,12,14932
14933,16 minutes,81,Berry St at 4th St,108,16th St Mission BART,4344,2,1983,Male,2,26,16 ,16,14933
14934,11 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),92,Mission Bay Kids Park,4736,1,1984,Male,1,26,11 ,11,14934
14935,18 minutes,21,Montgomery St BART Station (Market St at 2nd St),115,Jackson Playground,5492,2,1989,Male,2,27,18 ,18,14935
14936,4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),321,5th St at Folsom,4974,2,1989,Female,2,27,4 ,4,14936
14937,22 minutes,21,Montgomery St BART Station (Market St at 2nd St),78,Folsom St at 9th St,688,3,1998,Female,3,26,22 ,22,14937
14938,22 minutes,21,Montgomery St BART Station (Market St at 2nd St),78,Folsom St at 9th St,2840,2,1999,Male,2,26,22 ,22,14938
14939,17 minutes,21,Montgomery St BART Station (Market St at 2nd St),73,Pierce St at Haight St,4970,1,1995,Male,1,27,17 ,17,14939
14940,12 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),93,4th St at Mission Bay Blvd S,5267,1,1986,Male,1,27,12 ,12,14940
14941,11 minutes,22,Howard St at Beale St,92,Mission Bay Kids Park,5462,2,1993,Male,2,26,11 ,11,14941
14942,18 minutes,21,Montgomery St BART Station (Market St at 2nd St),78,Folsom St at 9th St,2410,2,1999,Male,2,26,18 ,18,14942
14943,18 minutes,21,Montgomery St BART Station (Market St at 2nd St),78,Folsom St at 9th St,3120,2,1999,Female,2,26,18 ,18,14943
14944,18 minutes,21,Montgomery St BART Station (Market St at 2nd St),78,Folsom St at 9th St,2833,2,1999,Male,2,26,18 ,18,14944
14945,3 minutes,3,Powell St BART Station (Market St at 4th St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),4996,1,1983,Male,1,26,3 ,3,14945
14946,8 minutes,22,Howard St at Beale St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5108,1,1977,Male,1,27,8 ,8,14946
14947,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5448,2,1988,Female,2,27,10 ,10,14947
14948,11 minutes,22,Howard St at Beale St,64,5th St at Brannan St,4617,3,1978,Male,3,26,11 ,11,14948
14949,8 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),5044,2,1978,Male,2,27,8 ,8,14949
14950,6 minutes,81,Berry St at 4th St,27,Beale St at Harrison St,5487,3,1988,Female,3,27,6 ,6,14950
